Name,Distributor,Opening,Budget,Release Date,Running Time,Genres,Widest Release
Better Days,Well Go USA Entertainment,98953670,0,Nov 8  2019,2 hr 15 min,Crime,88 theaters
Badla,Reliance Big Pictures,59644650,0,Mar 8  2019  Mar 31  2019,1 hr 58 min,Crime,115 theaters
The White Crow,Sony Pictures Classics,787825,0,Apr 26  2019,2 hr 7 min,Biography,365 theaters
Ben Is Back,Roadside Attractions,807344,0,Dec 7  2018  Feb 21  2019,1 hr 43 min,Drama,598 theaters
Pandas,Warner Bros.,15891533,0,Apr 6  2018  Jul 15  2018,42 min,Documentary,35 theaters
The Other Side of Heaven 2: Fire of Faith,ArtAffects Entertainment,454257205,0,Jun 28  2019,1 hr 57 min,Adventure,205 theaters
Ip Man 4: The Finale,Well Go USA Entertainment,73771870,0,Dec 25  2019,1 hr 47 min,Action,125 theaters
Wild Rose,Neon,529384,0,Jun 21  2019,1 hr 41 min,Comedy,195 theaters
The Aftermath,Fox Searchlight Pictures,564195,0,Mar 15  2019  May 2  2019,1 hr 48 min,Drama,344 theaters
Made for More,Fathom Events,0,0,Aug 2  2018  Jan 9  2019,2 hr,Documentary,703 theaters
Red Joan,IFC Films,389494,0,Apr 19  2019  Jul 4  2019,1 hr 41 min,Biography,195 theaters
After the Wedding,Sony Pictures Classics,502645,0,Aug 9  2019,1 hr 52 min,Drama,428 theaters
Extreme Job,CJ Entertainment,425872,0,Jan 25  2019  Apr 4  2019,1 hr 51 min,Action,26 theaters
Waves,A24,1343334,0,Nov 15  2019,2 hr 15 min,Drama,570 theaters
Qué León,Spanglish Movies,29193634,0,Nov 29  2018  Mar 17  2019,1 hr 33 min,Comedy,86 theaters
Capernaum,Sony Pictures Classics,249883,0,Dec 14  2018  May 30  2019,2 hr 6 min,Drama,136 theaters
The Kid,Lionsgate,514286268,0,Mar 8  2019  Apr 18  2019,1 hr 40 min,Biography,268 theaters
Kinky Boots: The Musical,Fathom Events,386612455,0,Jun 25  2019  Jun 29  2019,2 hr 15 min,Musical,492 theaters
Destroyer,Annapurna Pictures,553473,0,Dec 25  2018  Mar 21  2019,2 hr 1 min,Action,235 theaters
The Wife,Sony Pictures Classics,1082844,0,Aug 17  2018  Apr 18  2019,1 hr 39 min,Drama,541 theaters
El Chicano,Briarcliff Entertainment,700261605,0,May 3  2019  May 23  2019,1 hr 48 min,Drama,605 theaters
Fantastic Fungi,Area 23a,94191,0,Sep 20  2019,1 hr 21 min,Documentary,37 theaters
1917,Universal Pictures,57621611,0,No release date,1 hr 59 min,Drama,3987 theaters
Spirited Away,Fathom Events,561821765,0,Oct 27  2019,2 hr 5 min,Adventure,768 theaters
Never Look Away,Sony Pictures Classics,0,0,Nov 30  2018  Jun 6  2019,3 hr 9 min,Drama,122 theaters
Pilgrim's Progress,Fathom Events,678647706,0,Apr 18  2019  Apr 20  2019,1 hr 48 min,Adventure,758 theaters
Can You Ever Forgive Me?,Fox Searchlight Pictures,1615105,0,Oct 19  2018  Mar 14  2019,1 hr 46 min,Biography,555 theaters
Asterix: The Secret of the Magic Potion,Entertainment One,19304051,0,Feb 15  2019  May 12  2019,1 hr 27 min,Adventure,76 theaters
Metallica & San Francisco Symphony - S&M2,Trafalgar Releasing,144736157,0,Oct 9  2019,2 hr 30 min,Music,655 theaters
BTS World Tour 'Love Yourself: Speak Yourself' (The Final) Seoul Live Viewing,Fathom Events,1226552490,0,Oct 27  2019,3 hr 30 min,Music,490 theaters
High Life,A24,993414,0,Apr 5  2019  May 30  2019,1 hr 53 min,Adventure,146 theaters
All Is True,Sony Pictures Classics,442114,0,May 10  2019,1 hr 41 min,Biography,328 theaters
Kingdom Men Rising,Fathom Events,0,0,Apr 29  2019,1 hr 33 min,Documentary,705 theaters
Los Domirriqueños 2,Spanglish Movies,34184753,0,Mar 14  2019  Apr 21  2019,1 hr 47 min,Comedy,82 theaters
Ek Ladki Ko Dekha Toh Aisa Laga,FIP,606775193,0,Feb 1  2019  Feb 21  2019,2 hr,Comedy,193 theaters
No Safe Spaces,Atlas Distribution Company,452361,0,Oct 25  2019  Nov 10  2019,1 hr 40 min,Documentary,200 theaters
Nothing to Lose 2,Swen Releasing,60693497,0,Sep 27  2019,1 hr 36 min,Biography,105 theaters
Western Stars,Warner Bros.,560282345,0,Oct 25  2019  Dec 12  2019,1 hr 23 min,Documentary,553 theaters
Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,Fathom Events,0,0,Nov 12  2019,1 hr 30 min,Adventure,692 theaters
My Neighbor Totoro,Fathom Events,484254767,0,Aug 25  2019,1 hr 26 min,Animation,767 theaters
Playmobil: The Movie,STX Entertainment,6565302337,0,Dec 6  2019  Jan 9  2020,1 hr 39 min,Adventure,2337 theaters
Mortal Engines,Universal Pictures,75598503103,0,Dec 14  2018  Jan 17  2019,2 hr 8 min,Action,3103 theaters
Bennett's War,Forrest Films,430898970,0,Aug 30  2019  Sep 26  2019,1 hr 34 min,Sport,970 theaters
Princess Mononoke,Fathom Events,417311752,0,Nov 17  2019,2 hr 14 min,Adventure,752 theaters
Luka Chuppi,Viva Pictures Distribution,485342139,0,Mar 1  2019  Apr 4  2019,2 hr 6 min,Comedy,139 theaters
The Souvenir,A24,784004,0,May 17  2019  Jul 18  2019,2 hr,Drama,145 theaters
Noah: The Musical,Fathom Events,392734602,0,Apr 9  2019  Apr 13  2019,No running time,Genres,669 theaters
El Coyote,Cactus Blue Entertainment,0,0,Oct 4  2019,1 hr 33 min,Action,297 theaters
Perfect Strangers,Pantelion Films,422656132,0,Jan 11  2019  Feb 14  2019,1 hr 37 min,Comedy,132 theaters
Marianne & Leonard: Words of Love,Roadside Attractions,449424,0,Jul 5  2019,1 hr 42 min,Biography,101 theaters
Kiki's Delivery Service,Fathom Events,352556753,0,Jul 28  2019,1 hr 43 min,Adventure,753 theaters
BlacKkKlansman,Focus Features,108453301512,15000000,Aug 10  2018  Mar 1  2019,2 hr 15 min,Biography,1914 theaters
Jesus Is King,IMAX,830000372,0,Oct 25  2019,31 min,Documentary,372 theaters
Rush: Cinema Strangiato 2019,Trafalgar Releasing,25801,0,Aug 21  2019,2 hr,Music,494 theaters
The Fighting Preacher,Purdie Distribution,6022328,0,Jul 24  2019,1 hr 40 min,Comedy,37 theaters
Toni Morrison: The Pieces I Am,Magnolia Pictures,480504,0,Jun 21  2019,2 hr,Documentary,78 theaters
A Hidden Life,Fox Searchlight Pictures,503835,0,Dec 13  2019  Feb 6  2020,2 hr 54 min,Biography,151 theaters
Between Me and My Mind,Trafalgar Releasing,1461416,0,Jul 17  2019,1 hr 40 min,Documentary,488 theaters
Howl's Moving Castle,Fathom Events,368180748,0,Apr 7  2019  Apr 10  2019,1 hr 59 min,Adventure,748 theaters
Pati Patni Aur Woh,Eros International,432145130,0,Dec 6  2019,2 hr 6 min,Comedy,130 theaters
Steel Magnolias,Fathom Events,495528689,0,May 19  2019  May 22  2019,1 hr 57 min,Comedy,689 theaters
Woman at War,Magnolia Pictures,183705,0,Mar 1  2019  Jun 13  2019,1 hr 41 min,Adventure,66 theaters
Alien,Fathom Events,386976682,11000000,Oct 13  2019,1 hr 57 min,Horror,682 theaters
Climax,A24,1194235,0,Mar 1  2019  Apr 11  2019,1 hr 37 min,Drama,217 theaters
Transit,Music Box Films,319312,0,Mar 1  2019  Jun 27  2019,1 hr 41 min,Drama,72 theaters
One Piece: Stampede,FUNimation Entertainment,357740541,0,Oct 24  2019  Nov 8  2019,1 hr 41 min,Action,541 theaters
Chonda Pierce: Unashamed,Fathom Events,0,0,May 7  2019  May 9  2019,1 hr 30 min,Documentary,783 theaters
Student of the Year 2,FIP,462108190,0,May 10  2019  May 23  2019,2 hr 26 min,Drama,190 theaters
The Church,Indican Pictures,272412252,0,May 24  2019  Jun 27  2019,1 hr 21 min,Horror,252 theaters
Patterns of Evidence: Moses Controversy,Fathom Events,217327855,0,Mar 14  2019  Mar 21  2019,2 hr 20 min,Documentary,896 theaters
I Love Lucy: A Colorized Celebration,Fathom Events,0,0,Aug 6  2019,2 hr 35 min,Comedy,634 theaters
Joni 75: A Birthday Celebration,Trafalgar Releasing,3511159,0,Feb 7  2019  Mar 28  2019,2 hr 8 min,Music,405 theaters
The Game Changers,Fathom Events,0,0,Sep 16  2019,1 hr 48 min,Documentary,610 theaters
David Crosby: Remember My Name,Sony Pictures Classics,434834,0,Jul 19  2019,1 hr 35 min,Documentary,67 theaters
More Than Blue,China Lion Film Distribution,18592826,0,Mar 15  2019  Apr 18  2019,1 hr 45 min,Romance,40 theaters
Honeyland,Neon,313812,0,Jul 26  2019,1 hr 29 min,Documentary,56 theaters
Where's My Roy Cohn?,Sony Pictures Classics,412024,0,Sep 20  2019,1 hr 37 min,Documentary,66 theaters
Non-Fiction,IFC Films,298532,0,May 3  2019  Jul 28  2019,1 hr 48 min,Comedy,89 theaters
The Captain,Well Go USA Entertainment,32476947,0,Oct 18  2019,1 hr 51 min,Drama,47 theaters
Raise Hell: The Life & Times of Molly Ivins,Magnolia Pictures,9450418,0,Aug 30  2019,1 hr 33 min,Documentary,42 theaters
Spirits in the Forest,Trafalgar Releasing,232452276,0,Nov 21  2019,1 hr 23 min,Documentary,388 theaters
The Sky Is Pink,PackYourBag Films,334713194,0,Oct 11  2019,2 hr 23 min,Drama,194 theaters
Racetime,Entertainment One,27106186,0,Dec 7  2018  Apr 14  2019,1 hr 29 min,Adventure,86 theaters
Dirty Dancing,Fathom Events,356515650,6000000,Feb 10  2019  Feb 14  2019,1 hr 40 min,Drama,650 theaters
Miles Davis: Birth of the Cool,Abramorama,182581,0,Aug 23  2019,1 hr 55 min,Biography,31 theaters
Roger Waters - Us + Them,Trafalgar Releasing,251842396,0,Oct 2  2019,2 hr 15 min,Documentary,497 theaters
The Muppet Movie,Fathom Events,0,0,Jul 25  2019  Jul 30  2019,1 hr 35 min,Adventure,727 theaters
The White Storm 2: Drug Lords,CMC Pictures,24479554,0,Jul 12  2019  Aug 15  2019,1 hr 39 min,Action,54 theaters
The Least of These: The Graham Staines Story,Fathom Events,282472440,0,Jan 31  2019  Feb 21  2019,1 hr 52 min,Drama,625 theaters
The Chaperone,PBS Distribution,121502,0,Mar 28  2019  Jul 11  2019,1 hr 43 min,Drama,128 theaters
Furie,Well Go USA Entertainment,15612014,0,Mar 1  2019  Apr 11  2019,1 hr 38 min,Action,27 theaters
To Kill a Mockingbird,Fathom Events,357549668,0,Mar 24  2019  Mar 27  2019,2 hr 9 min,Crime,668 theaters
Bethany Hamilton: Unstoppable,Entertainment Studios Motion Pictures,241740205,0,Jul 12  2019,1 hr 40 min,Documentary,205 theaters
The Public,Greenwich Entertainment,259455263,0,Apr 5  2019,1 hr 59 min,Drama,263 theaters
My Fair Lady,Fathom Events,354764652,17000000,Feb 17  2019,2 hr 50 min,Drama,652 theaters
Fiddler: A Miracle of Miracles,Roadside Attractions,364257,0,Aug 23  2019,1 hr 37 min,Documentary,77 theaters
Everybody's Everything,Gunpowder & Sky,6058229,0,Nov 12  2019,1 hr 56 min,Documentary,121 theaters
"DCI 2019: Big, Loud & Live 16",Fathom Events,0,0,Aug 8  2019,No running time,Genres,513 theaters
La femme de mon frère,Entertainment One,5943816,0,Jun 7  2019,1 hr 57 min,Drama,30 theaters
Grateful Dead Meet-Up 2019,Trafalgar Releasing,37864,0,Aug 1  2019,2 hr,Documentary,503 theaters
Code Geass: Lelouch of the Re;Surrection,FUNimation Entertainment,189617479,0,May 5  2019,1 hr 52 min,Action,490 theaters
Shadow,Well Go USA Entertainment,274744,0,May 3  2019,1 hr 56 min,Action,53 theaters
Long Day's Journey Into Night,Kino Lorber,267463,0,Apr 12  2019  Oct 10  2019,2 hr 18 min,Drama,24 theaters
The Spy Behind Home Plate,Ciesla Foundation,102501,0,May 24  2019,1 hr 41 min,Documentary,31 theaters
Wild Nights with Emily,Greenwich Entertainment,302093,0,Apr 12  2019  Jul 4  2019,1 hr 24 min,Comedy,78 theaters
Saving Private Ryan,Fathom Events,265125642,70000000,Jun 2  2019,2 hr 49 min,Drama,642 theaters
Birds of Passage,The Orchard,230822,0,Feb 13  2019  Apr 28  2019,2 hr 5 min,Crime,97 theaters
Tel Aviv on Fire,Cohen Media Group,4754511,0,Aug 2  2019,1 hr 40 min,Comedy,37 theaters
Widows,Twentieth Century Fox,123613072803,42000000,Nov 16  2018  Feb 21  2019,2 hr 9 min,Crime,2803 theaters
Whisper of the Heart,Fathom Events,0,0,Jul 1  2019  Jul 2  2019,1 hr 51 min,Animation,745 theaters
Nausicaä of the Valley of the Wind,Fathom Events,0,0,May 20  2019  May 21  2019,1 hr 57 min,Adventure,751 theaters
Crazy Rich Asians,Warner Bros.,265101403384,30000000,Aug 15  2018  Jan 10  2019,2 hr,Comedy,3865 theaters
Batla House,Viva Pictures Distribution,21264581,0,Aug 15  2019,2 hr 26 min,Action,81 theaters
The Climbers,Well Go USA Entertainment,156096102,0,Sep 30  2019,2 hr 5 min,Action,102 theaters
The Russian Five,Lucky Hat Entertainment,15673236,0,Mar 21  2019  Jul 11  2019,1 hr 42 min,Documentary,44 theaters
The Great Alaskan Race,No Distributor,0,0,Oct 25  2019,1 hr 27 min,Action,447 theaters
Exit,CJ Entertainment,324412,0,Aug 2  2019,1 hr 43 min,Action,19 theaters
Lawrence of Arabia,Fathom Events,291722661,0,Sep 1  2019,3 hr 48 min,Adventure,661 theaters
CatVideoFest,Oscilloscope,112691,0,Feb 15  2019,1 hr 10 min,Reality-TV,103 theaters
Panipat,Reliance Entertainment,295624175,0,Dec 6  2019,2 hr 45 min,Action,175 theaters
Christmas Jars,Fathom Events,0,0,Nov 4  2019,1 hr 50 min,Drama,789 theaters
Gorillaz: Reject False Icons,Trafalgar Releasing,0,0,Dec 16  2019,1 hr 35 min,Documentary,284 theaters
Cruel Intentions,Sony Pictures Releasing,258708708,10500000,Mar 22  2019  Apr 4  2019,1 hr 37 min,Drama,708 theaters
Teen Spirit,Bleecker Street Media,436204,0,No release date,1 hr 33 min,Drama,696 theaters
At Eternity's Gate,CBS Films,928564,0,Nov 16  2018  Feb 10  2019,1 hr 51 min,Biography,178 theaters
Merci pour tout,eOne Entertainment,23190857,0,Dec 25  2019,1 hr 39 min,Comedy,76 theaters
Les Misérables: The Staged Concert,Trafalgar Releasing,192034392,0,Dec 6  2019,2 hr 50 min,Musical,488 theaters
De De Pyaar De,Yash Raj Films,425934104,0,May 17  2019,2 hr 15 min,Comedy,104 theaters
Hail Satan?,Magnolia Pictures,264963,0,Apr 17  2019  Jun 27  2019,1 hr 35 min,Documentary,67 theaters
Ben-Hur,Fathom Events,241792649,15000000,Apr 14  2019  Apr 17  2019,3 hr 32 min,Adventure,649 theaters
Killing Sarai,Pantelion Films,226670160,0,Dec 6  2019  Jan 3  2020,1 hr 46 min,Romance,160 theaters
Fate/stay night [Heaven's Feel] II. lost butterfly,Fathom Events,0,0,Mar 14  2019  Mar 14  2019,1 hr 57 min,Animation,515 theaters
Ash Is Purest White,Cohen Media Group,451507,0,Mar 15  2019  Aug 13  2019,2 hr 16 min,Crime,49 theaters
The Cold Blue,Fathom Events,0,0,May 23  2019  May 23  2019,1 hr 41 min,Documentary,702 theaters
The Reliant,Fathom Events,0,0,Oct 24  2019,2 hr 20 min,Action,722 theaters
The Invisibles,Greenwich Entertainment,271644,0,Jan 25  2019  May 16  2019,1 hr 50 min,Biography,19 theaters
Monos,Neon,498435,0,Sep 13  2019,1 hr 42 min,Adventure,50 theaters
Meet Me in St. Louis,Fathom Events,225684679,1700000,Dec 8  2019,1 hr 53 min,Comedy,679 theaters
"Hello, Dolly!",Fathom Events,221204669,0,Aug 11  2019,2 hr 26 min,Adventure,669 theaters
The Nightingale,IFC Films,358822,0,No release date,2 hr 16 min,Adventure,79 theaters
Mia and the White Lion,Ledafilms Entertainment Group,192816312,0,Apr 12  2019  May 14  2019,1 hr 38 min,Adventure,312 theaters
The Man Who Killed Don Quixote,Screen Media Films,0,0,Apr 10  2019  Jul 14  2019,2 hr 12 min,Adventure,756 theaters
The Wedding Guest,IFC Films,182664,0,Mar 1  2019  Apr 11  2019,1 hr 36 min,Thriller,96 theaters
The Secret World of Arrietty,Fathom Events,226728741,0,Sep 29  2019,1 hr 34 min,Adventure,750 theaters
What We Left Behind: Star Trek DS9,Fathom Events,0,0,May 13  2019  May 13  2019,1 hr 56 min,Documentary,795 theaters
The Cure: Anniversary 1978-2018 Live in Hyde Park,Trafalgar Releasing,3876183,0,Jul 11  2019,2 hr 17 min,Documentary,346 theaters
The Hummingbird Project,The Orchard,342024,0,Mar 15  2019  Apr 28  2019,1 hr 51 min,Drama,232 theaters
Ghostbusters,Fathom Events,239202546,30000000,Oct 6  2019,1 hr 45 min,Action,546 theaters
Matthias & Maxime,Entertainment One,6498850,0,Oct 9  2019,1 hr 59 min,Drama,53 theaters
The Shawshank Redemption,Fathom Events,183128669,25000000,Sep 22  2019,2 hr 22 min,Drama,669 theaters
The Tomorrow Man,Bleecker Street Media,182814,0,May 22  2019  Jun 20  2019,1 hr 34 min,Drama,207 theaters
Star Trek: The Motion Picture,Fathom Events,220007627,35000000,Sep 15  2019,2 hr 12 min,Adventure,627 theaters
Photograph,Amazon Studios,3579613,0,May 17  2019  Jun 13  2019,1 hr 50 min,Drama,123 theaters
Diane,IFC Films,244673,0,Mar 29  2019  May 23  2019,1 hr 35 min,Drama,64 theaters
Millennium Actress,Fathom Events,0,0,Aug 13  2019  Jan 23  2020,1 hr 27 min,Animation,512 theaters
A Silent Voice: The Movie,Fathom Events,0,0,Jan 28  2019,2 hr 10 min,Animation,581 theaters
The Big Fight Live: IBF Welterweight Title: Errol Spence Jr. vs. Mikey Garcia,Fathom Events,328979288,0,Mar 16  2019  Mar 16  2019,3 hr 43 min,Sport,288 theaters
P Storm,CMC Pictures,10407130,0,Apr 4  2019  May 9  2019,1 hr 36 min,Action,30 theaters
National Theatre Live: Fleabag,Fathom Events,0,0,Nov 18  2019,1 hr 20 min,Comedy,399 theaters
Sword of Trust,IFC Films,193322,0,Jul 12  2019,1 hr 28 min,Comedy,78 theaters
Lucy in the Sky,Fox Searchlight Pictures,5405837,0,Oct 4  2019  Oct 31  2019,2 hr 4 min,Drama,231 theaters
You Are Here: A Come From Away Story,Fathom Events,0,0,Sep 11  2019,1 hr 24 min,Documentary,781 theaters
Josh Groban Bridges from Madison Square Garden,Trafalgar Releasing,0,0,Feb 8  2019  Mar 14  2019,No running time,Genres,390 theaters
Bolshoi Ballet: The Sleeping Beauty,Fathom Events,311368355,0,Mar 10  2019,2 hr 50 min,Fantasy,355 theaters
DanTDM Presents The Contest,Fathom Events,307484684,0,Nov 2  2019,No running time,Genres,684 theaters
K-12,Abramorama,0,0,Sep 5  2019  Sep 5  2019,1 hr 36 min,Family,81 theaters
Aquarela,Sony Pictures Classics,247535,0,Aug 16  2019,1 hr 30 min,Documentary,69 theaters
Ask Dr. Ruth,Magnolia Pictures,93128104,0,May 3  2019  Jul 11  2019,1 hr 40 min,Biography,110 theaters
Line Walker 2: Invisible Spy,Well Go USA Entertainment,9699117,0,Aug 16  2019,1 hr 38 min,Action,17 theaters
Junglee,Viva Pictures Distribution,4708970,0,Mar 29  2019  Apr 4  2019,1 hr 55 min,Action,70 theaters
The Giant Spider Invasion,Fathom Events,0,0,Aug 15  2019,1 hr 24 min,Horror,685 theaters
Stockholm,Smith Global Media,0,0,Apr 12  2019  May 19  2019,1 hr 32 min,Biography,122 theaters
The Godfather: Part II,Fathom Events,171417681,13000000,Nov 10  2019,3 hr 22 min,Crime,681 theaters
Killerman,Blue Fox Entertainment,153799322,0,Aug 30  2019  Oct 31  2019,1 hr 52 min,Action,322 theaters
The Bravest,Sony Pictures Releasing,110375150,0,Aug 9  2019  Sep 2  2019,1 hr 58 min,Action,150 theaters
Saga of Tanya the Evil - The Movie,Fathom Events,0,0,May 16  2019  May 16  2019,1 hr 55 min,Action,518 theaters
Khalid: Free Spirit,Trafalgar Releasing,0,0,Apr 3  2019  Apr 4  2019,45 min,Drama,382 theaters
Mike Wallace Is Here,Magnolia Pictures,194373,0,Jul 26  2019,1 hr 30 min,Biography,39 theaters
The Whistleblower,CMC Pictures Holdings,150481133,0,Dec 6  2019,2 hr 14 min,Action,133 theaters
Octaman,Fathom Events,0,0,Apr 18  2019,1 hr 19 min,Horror,668 theaters
The Nutcracker and the Four Realms,Walt Disney Studios Motion Pictures,203524913766,120000000,Nov 2  2018  Jan 17  2019,1 hr 39 min,Adventure,3766 theaters
I Want to Eat Your Pancreas,Fathom Events,111108397,0,Feb 7  2019  Feb 14  2019,1 hr 49 min,Animation,427 theaters
Freaks,Well Go USA Entertainment,161543111,0,Sep 13  2019,1 hr 45 min,Drama,111 theaters
True Grit,Fathom Events,157788614,0,May 5  2019,2 hr 8 min,Adventure,614 theaters
The Tale of The Princess Kaguya,Fathom Events,0,0,Dec 16  2019,2 hr 17 min,Adventure,737 theaters
Shakira in Concert: El Dorado World Tour,Trafalgar Releasing,111273398,0,Nov 13  2019,2 hr 2 min,Documentary,500 theaters
Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,Fathom Events,0,0,Jul 23  2019  Jul 23  2019,1 hr 22 min,Action,614 theaters
One Child Nation,Amazon Studios,205232,0,No release date,1 hr 28 min,Documentary,36 theaters
Just Mercy,Warner Bros.,1078584,0,No release date,2 hr 17 min,Drama,2457 theaters
Slayer: The Repentless Killogy,Trafalgar Releasing,0,0,Nov 6  2019,2 hr 11 min,Music,494 theaters
Luzia: Cirque du Soleil in Cinema,Fathom Events,0,0,Oct 29  2019,1 hr 35 min,Musical,784 theaters
Out of Liberty,Purdie Distribution,6654635,0,Sep 13  2019,1 hr 51 min,Drama,36 theaters
Modest Heroes,Fathom Events,178027370,0,Jan 10  2019  Jan 12  2019,53 min,Adventure,370 theaters
Smallfoot,Warner Bros.,230456354131,0,Sep 28  2018  Jan 17  2019,1 hr 36 min,Adventure,4131 theaters
Star Raiders: The Adventures of Saber Raine,Fathom Events,0,0,Jun 6  2019  Jun 11  2019,1 hr 23 min,Adventure,665 theaters
Mobile Suit Gundam Narrative,Fathom Events,0,0,Feb 19  2019  Feb 21  2019,1 hr 28 min,Action,449 theaters
Her Smell,Gunpowder & Sky,369413,0,Apr 12  2019  May 23  2019,2 hr 16 min,Drama,69 theaters
Lords of Chaos,Gunpowder & Sky,276494,0,Feb 8  2019  Mar 24  2019,1 hr 58 min,Biography,75 theaters
Bolshoi Ballet: The Nutcracker,Fathom Events,252935401,0,Dec 15  2019,2 hr 30 min,Family,401 theaters
When Harry Met Sally...,Fathom Events,157660660,0,Dec 1  2019,1 hr 35 min,Comedy,660 theaters
I Got the Hook Up 2,Urban Movie Channel,14903637,0,Jul 12  2019  Jul 25  2019,1 hr 47 min,Comedy,40 theaters
Canal Street,Smith Global Media,10825973,0,Jan 18  2019  Feb 14  2019,1 hr 29 min,Drama,73 theaters
Meeting Gorbachev,1091 Media,181282,0,May 3  2019,1 hr 30 min,Biography,42 theaters
The Twilight Zone: A 60th Anniversary Celebration,Fathom Events,0,0,Nov 14  2019,3 hr,Drama,677 theaters
Doctor Who: The End of Time: Part One,Fathom Events,0,0,Aug 7  2019,1 hr,Adventure,745 theaters
Friendsgiving Day #1,Fathom Events,246168766,0,Nov 24  2019,1 hr 50 min,Genres,766 theaters
63 Up,BritBox,139561,0,Nov 27  2019,3 hr,Documentary,28 theaters
311 Enlarged to Show Detail 3,Trafalgar Releasing,0,0,Mar 11  2019,2 hr 13 min,Music,239 theaters
Give Me Liberty,Music Box Films,332613,0,Aug 23  2019,1 hr 50 min,Comedy,18 theaters
American Woman,Roadside Attractions,110552117,0,Jun 14  2019  Jul 18  2019,1 hr 51 min,Drama,117 theaters
Romeo Akbar Walter,Eros International,142102101,0,Apr 5  2019  Apr 25  2019,2 hr 21 min,Action,101 theaters
Premier Boxing Champions: PBC on FOX: Spence vs. Porter,Fathom Events,232973239,0,Sep 28  2019,No running time,Sport,239 theaters
DAZN Boxing: Canelo Alvarez vs. Daniel Jacobs,Fathom Events,230703426,0,May 4  2019  May 4  2019,No running time,Sport,426 theaters
Under the Sea 3D,Warner Bros.,66118549,0,Feb 13  2009,45 min,Documentary,108 theaters
Mine 9,Emphatic Cinema/Levey,6892123,0,Apr 12  2019  Jul 16  2019,1 hr 23 min,Drama,29 theaters
Premier Boxing Champions: PBC on FOX PPV: Pacquiao vs. Thurman,Fathom Events,223858194,0,Jul 20  2019  Jul 20  2019,No running time,Sport,194 theaters
Never Surrender: A Galaxy Quest Documentary,Fathom Events,0,0,Nov 26  2019,1 hr 35 min,Documentary,556 theaters
First Love,Well Go USA Entertainment,211512,0,Sep 27  2019,1 hr 48 min,Comedy,40 theaters
"The Gangster, the Cop, the Devil",Well Go USA Entertainment,7865521,0,Jun 7  2019,1 hr 49 min,Action,21 theaters
The Karate Kid,Fathom Events,140623588,0,Mar 31  2019  Apr 2  2019,2 hr 6 min,Action,588 theaters
The Possession of Hannah Grace,Screen Gems,64017442065,7700000,Nov 30  2018  Feb 21  2019,1 hr 26 min,Horror,2298 theaters
