Name,Distributor,Opening,Budget,Release Date,Running Time,Genres,Widest Release
Hamlet,Fathom Events,0,0,Jul 8  2019  Jul 8  2019,3 hr 37 min,Drama,572 theaters
"Faith, Hope & Love",ArtAffects Entertainment,5540318,0,Mar 15  2019  Jun 13  2019,1 hr 46 min,Comedy,18 theaters
Master Z: The Ip Man Legacy,Well Go USA Entertainment,9266361,0,Apr 12  2019  May 2  2019,1 hr 47 min,Action,61 theaters
Kathy Griffin: A Hell of a Story,Fathom Events,0,0,Jul 31  2019  Jul 31  2019,1 hr 46 min,Comedy,648 theaters
Play the Flute,Five & Two Pictures,0,0,Jan 28  2019,1 hr 43 min,Drama,11 theaters
Bolshoi Ballet: Carmen Suite/Petrushka,Fathom Events,207523362,0,May 19  2019  May 19  2019,2 hr 20 min,Genres,362 theaters
The Iron Orchard,Santa Rita Film Co,458638,0,Feb 22  2019  Apr 4  2019,1 hr 52 min,Drama,42 theaters
Hesburgh,Music Box Films,170092,0,No release date,1 hr 46 min,Documentary,36 theaters
Venom,Sony Pictures Releasing,802557564250,100000000,Oct 5  2018  Jan 24  2019,1 hr 52 min,Action,4250 theaters
Forrest Gump,Fathom Events,114767560,55000000,Jun 23  2019,2 hr 22 min,Drama,560 theaters
Dabangg 3,Yash Raj Films,0,0,Dec 20  2019,2 hr 40 min,Action,294 theaters
Blink of an Eye,Fathom Events,0,0,Sep 12  2019,1 hr 28 min,Documentary,517 theaters
Friendsgiving Day #2,Fathom Events,0,0,No release date,1 hr 50 min,Genres,766 theaters
Chasing the Dragon II: Wild Wild Bunch,Well Go USA Entertainment,6097116,0,Jun 7  2019  Jul 18  2019,1 hr 41 min,Action,16 theaters
Family,The Film Arcade,195863,0,Apr 19  2019  May 9  2019,1 hr 25 min,Comedy,107 theaters
A Beautiful Planet,IMAX,223983137,0,Apr 29  2016,46 min,Documentary,155 theaters
Heading Home: The Tale of Team Israel,Menemsha Films,126781,0,Dec 14  2018,1 hr 27 min,Comedy,7 theaters
Bolshoi Ballet: Le Corsaire,Fathom Events,190192383,0,Nov 17  2019,No running time,Genres,383 theaters
The Divine Plan,Fathom Events,0,0,Nov 6  2019,1 hr 45 min,Documentary,0 theaters
Pagalpanti,Eros International,227714116,0,Nov 22  2019,2 hr 29 min,Action,116 theaters
Mr. Klein,Rialto Pictures,159151,0,Sep 6  2019,2 hr 3 min,Crime,6 theaters
42nd Street: The Musical,Fathom Events,0,0,May 1  2019,2 hr 35 min,Musical,515 theaters
The River and the Wall,Gravitas Ventures,5750457,0,May 3  2019,1 hr 37 min,Adventure,57 theaters
To Dust,Good Deed Entertainment,84961,0,Feb 8  2019  Apr 25  2019,1 hr 45 min,Comedy,23 theaters
Giant Little Ones,Vertical Entertainment,130421,0,Mar 1  2019  Apr 11  2019,1 hr 33 min,Drama,32 theaters
Raymonda: Bolshoi Ballet,Fathom Events,181361383,0,Oct 27  2019,2 hr 26 min,Music,383 theaters
Bolshoi Ballet: Raymonda,Fathom Events,181361383,0,Oct 27  2019,No running time,Genres,383 theaters
Robin Hood,Lionsgate,91956702827,100000000,Nov 21  2018  Jan 10  2019,1 hr 56 min,Action,2827 theaters
The Warrior Queen of Jhansi,Roadside Attractions,112208276,0,Nov 15  2019  Nov 28  2019,1 hr 42 min,Action,277 theaters
India's Most Wanted,FIP,98322110,0,May 24  2019  Jun 6  2019,2 hr 3 min,Action,110 theaters
"Iyengar: The Man, Yoga, and the Student's Journey",Kino Lorber,92481,0,Apr 12  2019  Aug 22  2019,1 hr 47 min,Documentary,11 theaters
Tigers Are Not Afraid,Variance Films,307106,0,Aug 21  2019,1 hr 23 min,Fantasy,19 theaters
Marjaavaan,Eros International,10176165,0,Nov 15  2019,2 hr 32 min,Action,65 theaters
Ashfall,Capelight Pictures,362012,0,Dec 19  2019,2 hr 10 min,Action,18 theaters
Bolshoi Ballet: The Golden Age,Fathom Events,171916360,0,Apr 7  2019  Apr 7  2019,2 hr 20 min,Genres,360 theaters
Nureyev: Lifting the Curtain,CineLife Entertainment,63625,0,Apr 19  2019  Aug 2  2019,1 hr 49 min,Documentary,18 theaters
Frankie,Sony Pictures Classics,194354,0,Oct 25  2019,1 hr 40 min,Drama,117 theaters
Indian Horse,Elevation Pictures,0,0,Apr 13  2018,1 hr 41 min,Drama,9 theaters
Asbury Park: Riot Redemption Rock 'n Roll,Trafalgar Releasing,7437205,0,May 22  2019  May 30  2019,1 hr 56 min,Documentary,270 theaters
Bad Guys: The Movie,CJ Entertainment,4523311,0,Sep 20  2019,1 hr 54 min,Action,11 theaters
Bright Ones,Fathom Events,165627614,0,Apr 22  2019,1 hr 22 min,Musical,614 theaters
Sunset,Sony Pictures Classics,138463,0,Mar 22  2019  May 30  2019,2 hr 22 min,Drama,37 theaters
INXS: Baby Live at Wembly Stadium,Fathom Events,0,0,Dec 9  2019,No running time,Genres,516 theaters
Monty Python's Life of Brian,Trafalgar Releasing,1800547,0,Apr 18  2019  May 2  2019,1 hr 34 min,Comedy,125 theaters
"Diana Ross: Her Life, Love and Legacy",Fathom Events,0,0,Mar 26  2019  Mar 28  2019,2 hr 40 min,Genres,623 theaters
Batman,Fathom Events,159419489,35000000,May 4  2019  May 4  2019,2 hr 6 min,Action,489 theaters
Them That Follow,1091 Media,131373,0,Aug 2  2019,1 hr 38 min,Drama,195 theaters
Synonyms,Kino Lorber,178912,0,Oct 25  2019,2 hr 3 min,Comedy,13 theaters
The World Before Your Feet,Greenwich Entertainment,224822,0,Nov 21  2018  Apr 7  2019,1 hr 35 min,Documentary,11 theaters
Money,CJ Entertainment,0,0,Mar 21  2019  May 2  2019,1 hr 55 min,Crime,11 theaters
The Death and Life of John F. Donovan,Entertainment One,3334025,0,Aug 23  2019,2 hr 3 min,Drama,25 theaters
Halston,The Orchard,116431,0,May 24  2019,1 hr 45 min,Biography,30 theaters
Peterloo,Amazon Studios,260023,0,Apr 5  2019  May 2  2019,2 hr 34 min,Drama,92 theaters
Before You Know It,1091 Media,230863,0,Aug 30  2019,1 hr 38 min,Comedy,31 theaters
Jay Myself,Oscilloscope,189091,0,Jul 31  2019,1 hr 19 min,Biography,17 theaters
Glory,Fathom Events,83347435,0,Jul 21  2019,2 hr 2 min,Biography,435 theaters
The Samuel Project,in8 Releasing,110872,0,Sep 28  2018,1 hr 32 min,Drama,2 theaters
Little Woods,Neon,5761033,0,Apr 19  2019  May 16  2019,1 hr 45 min,Crime,33 theaters
Trial by Fire,Roadside Attractions,78817109,0,May 17  2019  May 30  2019,2 hr 7 min,Biography,109 theaters
War and Peace,Janus Films,229761,0,Feb 15  2019,7 hr 2 min,Drama,3 theaters
Dogman,Magnolia Pictures,130133,0,Apr 12  2019  Jul 18  2019,1 hr 43 min,Crime,12 theaters
Framing John DeLorean,IFC Films,69911,0,Jun 7  2019  Jul 28  2019,1 hr 49 min,Biography,28 theaters
Hampstead,IFC Films,1714112,0,Jun 14  2019,1 hr 42 min,Comedy,18 theaters
Doctor Who: Logopolis,Fathom Events,0,0,Mar 13  2019  Mar 13  2019,2 hr 24 min,Genres,428 theaters
Hubble 3D,Warner Bros.,41347739,0,Mar 19  2010,45 min,Documentary,151 theaters
Canelo vs. Kovalev,Fathom Events,140820471,0,Nov 2  2019,No running time,Genres,471 theaters
The Last Resort,Kino Lorber,18441,0,Dec 21  2018  May 9  2019,1 hr 10 min,Documentary,13 theaters
Wilder vs. Ortiz,Fathom Events,139207186,0,Nov 23  2019,4 hr 30 min,Sport,186 theaters
Who Will Write Our History,Abramorama,133901,0,Jan 18  2019  May 2  2019,1 hr 35 min,Documentary,6 theaters
Rafiki,Film Movement,1601626,0,Apr 19  2019,1 hr 23 min,Drama,26 theaters
Lynryd Skynyrd: Last of the Street Survivors Farewell Tour,Fathom Events,0,0,Nov 7  2019,1 hr 50 min,Music,0 theaters
The Other Story,Strand Releasing,141635,0,Jun 28  2019,1 hr 52 min,Drama,11 theaters
Okko's Inn,GKIDS,7631,0,Apr 22  2019  May 9  2019,1 hr 34 min,Adventure,465 theaters
Palau the Movie,Trafalgar Releasing,0,0,Mar 29  2019  Apr 7  2019,2 hr,Biography,135 theaters
Burning,Well Go USA Entertainment,261302,0,Oct 26  2018  Mar 7  2019,2 hr 28 min,Drama,27 theaters
Made in Abyss: Journey's Dawn,Fathom Events,0,0,Mar 20  2019  Mar 25  2019,2 hr 19 min,Adventure,573 theaters
Peppa Celebrates Chinese New Year,STX Entertainment,6691367,0,Feb 6  2019  Feb 19  2019,1 hr 21 min,Animation,67 theaters
Mister America,Magnolia Pictures,100902,0,Oct 9  2019,1 hr 29 min,Comedy,125 theaters
The Zoya Factor,FIP,79517100,0,Sep 20  2019  Oct 3  2019,2 hr 14 min,Comedy,100 theaters
Woodstock,Fathom Events,0,0,Aug 15  2019,3 hr 4 min,Documentary,781 theaters
Paris Is Burning,Janus Films,108391,500000,Jun 14  2019,1 hr 11 min,Documentary,6 theaters
Lost & Found,Hyper Film,0,0,Mar 29  2019  Aug 20  2019,1 hr 36 min,Comedy,6 theaters
Mary Magdalene,IFC Films,4664662,0,Apr 12  2019  May 2  2019,2 hr,Biography,62 theaters
Easy Rider,Fathom Events,74448252,360000,Jul 14  2019  Jul 17  2019,1 hr 35 min,Adventure,252 theaters
Born to Be Wild,Warner Bros.,871478206,0,Apr 8  2011,40 min,Adventure,208 theaters
A Tuba to Cuba,Blue Fox Entertainment,112702,0,Feb 15  2019  Jul 11  2019,1 hr 22 min,Documentary,16 theaters
Avant qu'on explose,Entertainment One,2840235,0,Mar 1  2019  Apr 25  2019,1 hr 48 min,Comedy,35 theaters
Portrait of a Lady on Fire,Neon,673442,0,Dec 6  2019,2 hr 2 min,Drama,268 theaters
The Fall of the American Empire,Entertainment One,33821672,0,Jun 29  2018,2 hr 7 min,Comedy,73 theaters
"Ruben Brandt, Collector",Sony Pictures Classics,60361,0,Feb 15  2019  May 19  2019,1 hr 36 min,Action,43 theaters
The Reports on Sarah and Saleem,Dada Films,101024,0,Jun 12  2019,2 hr 7 min,Crime,11 theaters
Mob Psycho 100,Fathom Events,115766375,0,Jan 5  2019  Jan 5  2019,No running time,Sci-Fi,375 theaters
Police Story,Janus Films,255915,0,Feb 1  2019  Apr 25  2019,1 hr 40 min,Action,7 theaters
Be Natural: The Untold Story of Alice Guy-Blaché,Zeitgeist Films,32371,0,Apr 19  2019,1 hr 43 min,Documentary,14 theaters
The Kingmaker,Greenwich Entertainment,195232,0,Nov 8  2019,1 hr 41 min,Documentary,18 theaters
Babylon,Kino Lorber,212141,0,Mar 8  2019  Aug 11  2019,1 hr 35 min,Drama,9 theaters
Branagh Theatre Live: The Winter's Tale,Trafalgar Releasing,3438092,0,Dec 4  2019,3 hr,Drama,106 theaters
The Audience,Fathom Events,0,0,Jun 3  2019  Jun 3  2019,3 hr,Drama,529 theaters
The Brink,Magnolia Pictures,180634,0,Mar 28  2019  May 30  2019,1 hr 31 min,Documentary,124 theaters
"Belle and Sebastian, Friends for Life",Entertainment One,3801738,0,Jan 25  2019  Apr 4  2019,1 hr 31 min,Adventure,38 theaters
Cold Case Hammarskjöld,Magnolia Pictures,1828510,0,Aug 16  2019,2 hr 8 min,Animation,15 theaters
Downtown 81,Metrograph Pictures,252081,0,Oct 25  2019,1 hr 12 min,Comedy,8 theaters
Miss & Mrs. Cops,CJ Entertainment,150732,0,May 10  2019  Jun 6  2019,1 hr 47 min,Action,9 theaters
Penguin Highway,Eleven Arts,2283384,0,Apr 12  2019  May 19  2019,1 hr 57 min,Adventure,168 theaters
Anthropocene: The Human Epoch,Kino Lorber,160387,0,Sep 25  2019  Dec 19  2019,1 hr 27 min,Documentary,110 theaters
The Divine Fury,Well Go USA Entertainment,4386323,0,Aug 16  2019,2 hr 9 min,Action,23 theaters
Walking on Water,Kino Lorber,106542,0,May 17  2019  Sep 22  2019,1 hr 45 min,Adventure,9 theaters
Mojin: The Worm Valley,Well Go USA Entertainment,5058317,0,Jan 4  2019  Jan 31  2019,1 hr 50 min,Action,17 theaters
Wonders of the Sea,Fathom Events,0,0,Jan 17  2019,1 hr 22 min,Documentary,266 theaters
Mirai,GKIDS,6332569,0,Nov 29  2018  Feb 21  2019,1 hr 38 min,Adventure,780 theaters
Tazza: One-Eyed Jack,Well Go USA Entertainment,4113922,0,Sep 20  2019,2 hr 19 min,Crime,22 theaters
The Third Wife,Film Movement,33391,0,May 15  2019,1 hr 36 min,Drama,8 theaters
The Song of Names,Sony Pictures Classics,3945210,0,Dec 25  2019,1 hr 53 min,Drama,182 theaters
The Image Book,Kino Lorber,1385433,0,Jan 25  2019  Apr 25  2019,1 hr 24 min,Drama,33 theaters
Margaret Atwood: Live in Cinemas,Fathom Events,0,0,Sep 10  2019,1 hr 50 min,News,499 theaters
Rojo,Distrib Films,124792,0,Jul 12  2019,1 hr 49 min,Drama,7 theaters
Always Miss You,China Lion Film Distribution,4672014,0,May 3  2019  May 30  2019,1 hr 38 min,Romance,14 theaters
Mapplethorpe,The Samuel Goldwyn Company,170003,0,Mar 1  2019  Apr 21  2019,1 hr 42 min,Biography,19 theaters
The Crossing,CMC Pictures,4024328,0,Mar 15  2019  Apr 11  2019,1 hr 39 min,Drama,28 theaters
Loopers: The Caddie's Long Walk,Gravitas Ventures,2825368,0,Jun 7  2019,1 hr 20 min,Documentary,68 theaters
My Dear Liar,CMC Pictures Holdings,3678729,0,Nov 8  2019,1 hr 56 min,Drama,29 theaters
A Bigger Splash,Metrograph Pictures,180001,0,Jun 21  2019,1 hr 46 min,Biography,11 theaters
Sound! Euphonium the Movie - Our Promise: A Brand New Day,Fathom Events,0,0,Jul 11  2019  Jul 15  2019,1 hr 40 min,Animation,445 theaters
Varda by Agnès,Janus Films,123902,0,Nov 22  2019,1 hr 55 min,Biography,10 theaters
Take Point,CJ Entertainment,211892,0,Dec 27  2018  Jan 24  2019,1 hr 59 min,Action,25 theaters
Ramen Shop,Strand Releasing,53032,0,Mar 22  2019  Jun 27  2019,1 hr 29 min,Drama,10 theaters
The Lumber Baron,Indican Pictures,1505911,0,May 24  2019  Sep 1  2019,2 hr,Drama,11 theaters
Jim Allison: Breakthrough,Dada Films,86793,0,Sep 27  2019,1 hr 30 min,Documentary,10 theaters
ECCO,Citadel Film Group,48205155,0,Aug 9  2019,2 hr 3 min,Crime,155 theaters
Sonchiriya,PackYourBag Films,6017070,0,Mar 1  2019  Mar 14  2019,2 hr 23 min,Action,70 theaters
The Chambermaid,Kino Lorber,54901,0,Jun 28  2019  Nov 21  2019,1 hr 42 min,Drama,5 theaters
Cyrano de Bergerac,Fathom Events,0,0,Jan 23  2019,No running time,Genres,301 theaters
Mayday Life,China Lion Film Distribution,477698,0,May 31  2019  Jun 13  2019,1 hr 52 min,Music,11 theaters
Skid Row Marathon,Fathom Events,84997438,0,Oct 14  2019,1 hr 25 min,Documentary,438 theaters
Papi Chulo,Blue Fox Entertainment,72572,0,Jun 7  2019  Aug 15  2019,1 hr 38 min,Comedy,16 theaters
Woodstock,PBS Distribution,81502,0,May 24  2019  Jul 7  2019,1 hr 46 min,Documentary,11 theaters
Once Upon a Deadpool,Twentieth Century Fox,26832001566,110000000,Dec 12  2018  Jan 24  2019,1 hr 59 min,Action,1566 theaters
Looking Up,China Lion Film Distribution,3654113,0,Jul 19  2019  Aug 4  2019,2 hr 27 min,Drama,13 theaters
High Strung Free Dance,Atlas Distribution Company,54601106,0,Oct 11  2019,1 hr 43 min,Music,106 theaters
Ms. Purple,Oscilloscope,157341,0,Sep 6  2019,1 hr 27 min,Drama,23 theaters
The Old Man & the Gun,Fox Searchlight Pictures,1421315,0,No release date,1 hr 33 min,Biography,1042 theaters
Swing Kids,Well Go USA Entertainment,4395215,0,Dec 21  2018  Jan 27  2019,2 hr 13 min,Drama,21 theaters
Saint Judy,Blue Fox Entertainment,3927555,0,Mar 1  2019  Apr 4  2019,1 hr 46 min,Biography,55 theaters
The Heiresses,Distrib Films,113042,0,Jan 16  2019  Jun 6  2019,1 hr 38 min,Drama,6 theaters
A Faithful Man,Kino Lorber,73211,0,Jul 19  2019  Nov 8  2019,1 hr 15 min,Comedy,6 theaters
Ploey,Viva Pictures Distribution,0,0,Apr 26  2019,1 hr 23 min,Adventure,20 theaters
Fast Colour,Lionsgate,3759425,0,Apr 19  2019  May 16  2019,1 hr 40 min,Drama,25 theaters
Christ Stopped at Eboli,Rialto Pictures,90061,0,Apr 3  2019,2 hr 30 min,Drama,3 theaters
Triple Threat,Well Go USA Entertainment,593612,0,Mar 19  2019,1 hr 36 min,Action,12 theaters
"Hale County This Morning, This Evening",The Cinema Guild,86402,0,Sep 14  2018  Apr 20  2019,1 hr 16 min,Documentary,8 theaters
Savage,Well Go USA Entertainment,3659019,0,May 3  2019  May 23  2019,1 hr 52 min,Action,19 theaters
5B,Verizon Media/RYOT,38314128,0,Jun 14  2019  Jul 11  2019,1 hr 34 min,Documentary,128 theaters
Working Woman,Zeitgeist Films,38752,0,Mar 27  2019  Jun 30  2019,1 hr 33 min,Drama,7 theaters
Cliffs of Freedom,Round Hill Media,163506,0,Mar 1  2019  Apr 18  2019,2 hr 17 min,Drama,10 theaters
3 Faces,Kino Lorber,70651,0,Mar 8  2019  Jul 4  2019,1 hr 40 min,Drama,7 theaters
Storm Boy,Good Deed Entertainment,4667656,0,Apr 5  2019  Apr 25  2019,1 hr 39 min,Adventure,56 theaters
Free Trip to Egypt,Fathom Events,4081,0,Jun 12  2019  Jun 12  2019,1 hr 38 min,Adventure,447 theaters
The Battle of Jangsari,Well Go USA Entertainment,85522,0,Oct 4  2019,1 hr 44 min,Action,20 theaters
Styx,Film Movement,34201,0,Feb 27  2019  Jun 13  2019,1 hr 34 min,Drama,17 theaters
Batman Returns,Fathom Events,0,80000000,May 6  2019  May 6  2019,2 hr 6 min,Action,507 theaters
Edie,Music Box Films,88017,0,Sep 6  2019  Dec 26  2019,1 hr 42 min,Drama,11 theaters
Diamantino,Kino Lorber,64121,0,May 24  2019  Sep 5  2019,1 hr 36 min,Comedy,5 theaters
The Body,Eros International,4599678,0,Dec 13  2019,1 hr 41 min,Mystery,78 theaters
The Silence of Others,Argot Pictures,78681,0,May 8  2019,1 hr 36 min,Documentary,6 theaters
The Divine Move 2: The Wrathful,CJ Entertainment,122692,0,Nov 15  2019,1 hr 46 min,Action,10 theaters
Being Frank,The Film Arcade,163923,0,Jun 14  2019  Jul 11  2019,1 hr 49 min,Comedy,13 theaters
Cunningham,Magnolia Pictures,184224,0,Dec 13  2019,1 hr 33 min,Biography,23 theaters
This Changes Everything,Fathom Events,0,0,Jul 22  2019  Jul 22  2019,1 hr 36 min,Documentary,367 theaters
End of the Century,The Cinema Guild,100631,0,Aug 16  2019,1 hr 24 min,Drama,6 theaters
Beautiful Boy,Amazon Studios,2188884,0,No release date,2 hr,Biography,776 theaters
Sauvage / Wild,Strand Releasing,74401,0,Apr 10  2019  Jun 13  2019,1 hr 39 min,Drama,7 theaters
The Mountain,Kino Lorber,157852,0,Jul 26  2019  Oct 31  2019,1 hr 46 min,Drama,15 theaters
Last Year at Marienbad,Janus Films,76441,0,May 17  2019,1 hr 34 min,Drama,5 theaters
By the Grace of God,Music Box Films,77652,0,Oct 18  2019,2 hr 17 min,Crime,11 theaters
John Fogerty: 50 Year Trip - Live at Red Rocks,Fathom Events,0,0,Nov 11  2019,1 hr 50 min,Music,459 theaters
Mickey and the Bear,Utopia,93751,0,Nov 15  2019,1 hr 28 min,Drama,22 theaters
Heavy Water,Fathom Events,0,0,Jun 13  2019  Jun 13  2019,1 hr 24 min,Documentary,284 theaters
Maria By Callas,Sony Pictures Classics,9191516,0,Nov 2  2018  Feb 14  2019,1 hr 59 min,Biography,149 theaters
The Hate U Give,Twentieth Century Fox,51203536,23000000,No release date,2 hr 13 min,Crime,2375 theaters
Plácido Domingo Gala,Fathom Events,52502217,0,Sep 7  2019,2 hr,Genres,217 theaters
One Cut of the Dead,Variance Films,63602,0,Sep 13  2019,1 hr 36 min,Comedy,7 theaters
QT8: The First Eight,Fathom Events,0,0,Oct 21  2019,1 hr 43 min,Documentary,459 theaters
Greener Grass,IFC Films,93052,0,Oct 18  2019,1 hr 35 min,Comedy,36 theaters
"Cyrano, My Love",Roadside Attractions,0,0,Feb 8  2019,1 hr 50 min,Comedy,18 theaters
Making Waves: The Art of Cinematic Sound,Matson Films,123483,0,Oct 25  2019,1 hr 34 min,Documentary,11 theaters
Ophelia,IFC Films,2214558,0,Jun 28  2019  Jul 28  2019,1 hr 54 min,Drama,58 theaters
Clinton Road,Nocturnal Features,3888010,0,Jun 14  2019  Jun 20  2019,1 hr 17 min,Horror,10 theaters
"Love, Antosha",Lurker Films,71501,0,Aug 2  2019,1 hr 32 min,Biography,10 theaters
Free Trip to Egypt,Independent,17181,0,May 31  2019,1 hr 38 min,Adventure,5 theaters
The Bounty Killer,Indican Pictures,2080515,0,Jan 25  2019  Feb 21  2019,1 hr 27 min,Action,15 theaters
The Final Wish,Fathom Events,0,0,Jan 24  2019,1 hr 35 min,Horror,150 theaters
The Queen,Kino Lorber,71731,0,Jun 28  2019,1 hr 8 min,Documentary,7 theaters
Becoming Astrid,Music Box Films,53613,0,Nov 23  2018  Mar 28  2019,2 hr 3 min,Biography,16 theaters
Under the Silver Lake,A24,352702,0,Apr 19  2019  Apr 25  2019,2 hr 19 min,Crime,2 theaters
Sympathy for the Devil,eOne Entertainment,121446,0,Nov 29  2019,1 hr 40 min,War,8 theaters
¡He matado a mi marido!,"Hammond Entertainment, LLC",1836511,0,Mar 1  2019  Jun 20  2019,1 hr 48 min,Comedy,11 theaters
High on the Hog,Indican Pictures,151255,0,Apr 19  2019  Jun 20  2019,1 hr 25 min,Action,6 theaters
The Proposal,Oscilloscope,104491,0,May 24  2019  Jul 18  2019,1 hr 26 min,Documentary,6 theaters
What Is Democracy?,Zeitgeist Films,62841,0,Jan 16  2019  Apr 25  2019,1 hr 47 min,Documentary,6 theaters
Maze,Lightyear Entertainment,83082,0,Mar 22  2019  May 12  2019,1 hr 32 min,Crime,9 theaters
American Dharma,Utopia,72871,0,Nov 1  2019,1 hr 35 min,Biography,11 theaters
Carmine Street Guitars,Abramorama,60901,0,Apr 24  2019  Jun 13  2019,1 hr 20 min,Documentary,5 theaters
The Star,Sony Pictures Releasing,43510623,20000000,Dec 7  2019,1 hr 26 min,Adventure,623 theaters
Fagara,China Lion Film Distribution,2520613,0,Sep 13  2019  Oct 3  2019,1 hr 58 min,Comedy,13 theaters
Immortal Hero,Freestyle Releasing,2062912,0,Oct 18  2019,1 hr 58 min,Drama,12 theaters
Vita & Virginia,IFC Films,34081,0,Aug 23  2019,1 hr 50 min,Biography,32 theaters
For Sama,PBS Distribution,93503,0,Jul 26  2019,1 hr 40 min,Documentary,4 theaters
Midnight Traveler,Oscilloscope,35491,0,Sep 18  2019,1 hr 28 min,Documentary,7 theaters
Clemency,Neon,354442,0,Dec 27  2019,1 hr 52 min,Drama,127 theaters
Charlie Says,IFC Films,2068438,0,May 10  2019  May 23  2019,1 hr 50 min,Biography,38 theaters
Slut in a Good Way,Comedy Dynamics,215677,0,Mar 28  2019  Apr 7  2019,1 hr 29 min,Comedy,7 theaters
Aniara,Magnolia Pictures,1929719,0,May 17  2019  Jun 13  2019,1 hr 46 min,Drama,19 theaters
Zilla and Zoe,Indican Pictures,113924,0,May 17  2019  Sep 1  2019,1 hr 44 min,Comedy,5 theaters
Shed of the Dead,Indican Pictures,1896010,0,May 17  2019  Jun 20  2019,1 hr 22 min,Comedy,10 theaters
The Raft,Metrograph Pictures,0,0,Jun 7  2019,1 hr 37 min,Documentary,8 theaters
The Cave,National Geographic Entertainment,211852,0,Oct 18  2019,1 hr 47 min,Documentary,10 theaters
Batman Forever,Fathom Events,38014434,100000000,May 12  2019  May 12  2019,2 hr 1 min,Action,434 theaters
Union,Indican Pictures,119004,0,Aug 2  2019  Nov 7  2019,2 hr 15 min,Drama,6 theaters
The Quiet One,IFC Films,76956,0,Jun 21  2019  Jul 28  2019,1 hr 38 min,Documentary,13 theaters
The Death of Dick Long,A24,2663030,0,Sep 27  2019,1 hr 40 min,Comedy,30 theaters
The Sower,Film Movement,41282,0,Mar 1  2019  May 30  2019,1 hr 38 min,Drama,5 theaters
Buñuel in the Labyrinth of the Turtles,GKIDS,56912,0,Aug 16  2019,1 hr 20 min,Animation,8 theaters
Yardie,Rialto Pictures,2205677,0,Mar 15  2019  Mar 28  2019,1 hr 41 min,Crime,77 theaters
Britt-Marie Was Here,Cohen Media Group,40903,0,Sep 20  2019,1 hr 37 min,Comedy,11 theaters
Loro,IFC Films,53171,0,Sep 20  2019,2 hr 31 min,Biography,11 theaters
White Snake,GKIDS,27911,0,Nov 15  2019,1 hr 39 min,Action,21 theaters
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,FUNimation Entertainment,0,0,Aug 5  2019,1 hr 40 min,Animation,30 theaters
The Wild Pear Tree,The Cinema Guild,49231,0,Jan 30  2019,3 hr 8 min,Drama,5 theaters
Killer Unicorn,Indican Pictures,155155,0,Jun 14  2019  Sep 1  2019,1 hr 14 min,Horror,5 theaters
Moonlight Sonata: Deafness in Three Movements,Abramorama,54241,0,Sep 13  2019,1 hr 30 min,Documentary,12 theaters
An Elephant Sitting Still,KimStim,108541,0,Mar 8  2019  Mar 28  2019,3 hr 50 min,Drama,2 theaters
Knife + Heart,Altered Innocence,47282,0,Mar 15  2019  May 9  2019,1 hr 42 min,Drama,6 theaters
An Acceptable Loss,IFC Films,34471,0,Jan 18  2019  Feb 7  2019,1 hr 42 min,Drama,25 theaters
10E,in8 Releasing,288632,0,Sep 27  2019,No running time,Comedy,2 theaters
Ága,Big World Pictures,25531,0,Sep 4  2019,1 hr 36 min,Drama,3 theaters
