Name,Distributor,Opening,Budget,Release Date,Running Time,Genres,Widest Release
Desolation Center,Matson Films,49383,0,Sep 13  2019,1 hr 33 min,Documentary,10 theaters
Gift,Matson Films,42552,0,Oct 11  2019,1 hr 30 min,Documentary,10 theaters
Buddy,Grasshopper Film,0,0,Mar 20  2019,1 hr 26 min,Documentary,4 theaters
Horn from the Heart: The Paul Butterfield Story,Abramorama,30861,0,Oct 17  2018  Jan 24  2019,1 hr 35 min,Biography,2 theaters
Pasolini,Kino Lorber,83621,0,May 10  2019  Aug 15  2019,1 hr 24 min,Biography,4 theaters
Space Station 3D,IMAX,48948824,0,Apr 19  2002,47 min,Documentary,64 theaters
Sorry Angel,Strand Releasing,65591,0,Feb 15  2019  May 9  2019,2 hr 12 min,Drama,4 theaters
Los Reyes,Grasshopper Film,56612,0,Aug 16  2019,1 hr 18 min,Documentary,4 theaters
The Nun,Rialto Pictures,62731,0,Jan 4  2019  Mar 10  2019,2 hr 20 min,Drama,5 theaters
Deep Sea,Warner Bros.,70021343,0,Mar 3  2006,41 min,Documentary,47 theaters
Lionel Richie at Glastonbury,Fathom Events,0,0,Nov 19  2019,1 hr 40 min,Music,288 theaters
The Ground Beneath My Feet,Strand Releasing,32951,0,Jul 26  2019,1 hr 48 min,Drama,4 theaters
Vault,Grindstone Entertainment,0,0,Jun 7  2019  Jun 13  2019,1 hr 39 min,Action,2 theaters
Recorder: The Marion Stokes Project,Zeitgeist Films,82161,0,Nov 15  2019,1 hr 27 min,Documentary,5 theaters
Batman & Robin,Fathom Events,0,125000000,May 14  2019  May 14  2019,2 hr 5 min,Action,429 theaters
In the Aisles,Music Box Films,9221,0,Jun 14  2019,2 hr 5 min,Drama,6 theaters
Hotel by the River,The Cinema Guild,55341,0,Feb 15  2019  Jun 27  2019,1 hr 36 min,Drama,4 theaters
The Wind,IFC Films,1413830,0,Apr 5  2019  Apr 18  2019,1 hr 26 min,Horror,30 theaters
The Load,Grasshopper Film,40941,0,Aug 30  2019,1 hr 38 min,Drama,2 theaters
El Norte,Fathom Events,27920179,0,Sep 15  2019,2 hr 21 min,Drama,179 theaters
Kind Hearts and Coronets,Rialto Pictures,80041,0,Nov 27  2019,1 hr 46 min,Comedy,3 theaters
"Leaving Home, Coming Home: A Portrait of Robert Frank",Greenwich Entertainment,42481,0,May 29  2019,1 hr 25 min,Documentary,3 theaters
The Day Shall Come,IFC Films,1485430,0,Sep 27  2019,1 hr 27 min,Comedy,30 theaters
Memory: The Origins of Alien,Screen Media Films,1470419,0,Oct 4  2019,1 hr 35 min,Documentary,19 theaters
Wrestle,Oscilloscope,60271,0,Feb 22  2019  Apr 21  2019,1 hr 36 min,Documentary,5 theaters
Donnybrook,IFC Films,980280,0,Feb 15  2019  Feb 27  2019,1 hr 41 min,Drama,80 theaters
Neither Wolf Nor Dog,InYo Entertainment,0,0,Jan 20  2017,1 hr 50 min,Drama,1 theater
Asako I & II,Grasshopper Film,56902,0,May 17  2019,1 hr 59 min,Drama,3 theaters
Return of the Hero,Distrib Films,7611,0,Aug 30  2018  Jan 31  2019,1 hr 30 min,Comedy,3 theaters
Invisible Life,Amazon Studios,81272,0,Dec 20  2019,2 hr 19 min,Drama,18 theaters
Chasing Einstein,Atlas Distribution Company,97084,0,Sep 13  2019,1 hr 22 min,Documentary,4 theaters
Vox Lux,Neon,1557146,0,Dec 7  2018  Jan 6  2019,1 hr 54 min,Drama,325 theaters
Piranhas,Music Box Films,28981,0,No release date,1 hr 45 min,Crime,10 theaters
Wildlife,IFC Films,1045894,0,Oct 19  2018,1 hr 45 min,Drama,105 theaters
Celebration,KimStim,50341,0,Oct 2  2019,1 hr 14 min,Documentary,1 theater
Night School,Universal Pictures,272576153010,29000000,Sep 28  2018  Jan 3  2019,1 hr 51 min,Comedy,3019 theaters
Hyènes,Metrograph Pictures,0,0,Apr 19  2019,1 hr 50 min,Comedy,4 theaters
Light from Light,Grasshopper Film,47192,0,Nov 1  2019,1 hr 22 min,Drama,5 theaters
Island of Lemurs: Madagascar,Warner Bros.,18830737,0,Apr 4  2014,39 min,Adventure,302 theaters
Jane and Emma,Excel Entertainment,8451221,0,Oct 12  2018  Feb 28  2019,1 hr 30 min,Drama,29 theaters
Wicked Witches,Nocturnal Features,2160010,0,Aug 9  2019,1 hr 19 min,Horror,10 theaters
The Hole in the Ground,A24,903024,0,Mar 1  2019  Mar 7  2019,1 hr 30 min,Drama,24 theaters
Redoubt,Grasshopper Film,52531,0,Nov 1  2019,2 hr 14 min,Drama,3 theaters
The Gospel of Eureka,Kino Lorber,35171,0,Feb 8  2019  Apr 11  2019,1 hr 15 min,Documentary,3 theaters
The All Americans,Abramorama,78053,0,Nov 8  2019,No running time,Adult,5 theaters
Light of My Life,Saban Films,935828,0,Aug 9  2019,1 hr 59 min,Drama,68 theaters
General Magic,Gravitas Ventures,22675,0,May 10  2019,1 hr 33 min,Documentary,5 theaters
The Sound of Silence,IFC Films,54492,0,Sep 13  2019,1 hr 25 min,Drama,31 theaters
Prassthanam,PackYourBag Films,1273732,0,Sep 20  2019,2 hr 21 min,Action,32 theaters
The Perfect Race,Five & Two Pictures,34001,0,Oct 14  2019,No running time,Drama,2 theaters
Armstrong,Gravitas Ventures,307112,0,Jul 12  2019  Jul 25  2019,1 hr 40 min,Biography,45 theaters
Girls of the Sun,Cohen Media Group,78018,0,Apr 12  2019  Apr 25  2019,1 hr 55 min,Drama,11 theaters
Out of Blue,IFC Films,1171935,0,Mar 22  2019  Mar 28  2019,1 hr 49 min,Crime,35 theaters
Black Mother,Grasshopper Film,0,0,Mar 9  2019  Jun 13  2019,1 hr 17 min,Documentary,4 theaters
Before Stonewall,First Run,45881,0,Jun 21  2019  Jul 11  2019,1 hr 27 min,Documentary,2 theaters
The Return of Martin Guerre,Cohen Media Group,86822,0,Jul 5  2019  Jul 18  2019,2 hr 2 min,Biography,2 theaters
Midnight Diner,Well Go USA Entertainment,1086113,0,Sep 20  2019,1 hr 43 min,Drama,13 theaters
"Phoenix, Oregon",Joma Films,29811,0,May 2  2019  Jun 20  2019,1 hr 48 min,Comedy,6 theaters
The Cranes Are Flying,Janus Films,0,0,Jul 12  2019,1 hr 35 min,Drama,2 theaters
The House That Jack Built,IFC Films,3427332,0,Dec 14  2018  Jan 24  2019,2 hr 32 min,Crime,32 theaters
Citizen K,Greenwich Entertainment,105711,0,Nov 22  2019,2 hr 6 min,Documentary,15 theaters
Ode to Joy,IFC Films,35682,0,Aug 9  2019,1 hr 37 min,Comedy,16 theaters
Scandalous: The True Story of the National Enquirer,Magnolia Pictures,1083712,0,Nov 15  2019,1 hr 37 min,Documentary,13 theaters
Joseph Pulitzer: Voice of the People,First Run,56861,0,Mar 1  2019  Mar 17  2019,1 hr 24 min,Documentary,5 theaters
Ballon,Distrib Films,0,0,Sep 6  2019,2 hr 5 min,Drama,5 theaters
Too Late to Die Young,KimStim,61961,0,May 31  2019  Jun 13  2019,1 hr 50 min,Drama,4 theaters
Tremors,Film Movement,33404,0,Nov 29  2019,1 hr 47 min,Drama,6 theaters
Chained for Life,Kino International,74152,0,Sep 13  2019  Jan 9  2020,1 hr 31 min,Drama,3 theaters
Three Peaks,Greenwich Entertainment,14191,0,Jun 28  2019,1 hr 34 min,Drama,7 theaters
Virginia Minnesota,Indican Pictures,38442,0,Mar 1  2019  May 2  2019,1 hr 38 min,Comedy,2 theaters
Piercing,Greenwich Entertainment,875218,0,Feb 1  2019  Feb 14  2019,1 hr 21 min,Horror,18 theaters
Starfish,Yellow Veil Pictures,0,0,Mar 15  2019  Apr 25  2019,1 hr 39 min,Drama,6 theaters
Little Joe,Magnolia Pictures,1062612,0,Dec 6  2019,1 hr 45 min,Drama,12 theaters
To the Arctic 3D,Warner Bros.,27022850,0,Apr 20  2012,40 min,Documentary,52 theaters
A Private War,Aviron Pictures,604914,0,No release date,1 hr 50 min,Biography,865 theaters
Airpocalypse,China Lion Film Distribution,3536321,0,Dec 21  2018  Jan 10  2019,1 hr 45 min,Action,21 theaters
Trinity Seven The Movie 2: Heavens Library & Crimson Lord,Atlas Distribution Company,1485318,0,Mar 29  2019  Apr 1  2019,1 hr 3 min,Action,95 theaters
Midnight Family,1091 Media,30301,0,Dec 6  2019,1 hr 21 min,Action,13 theaters
Galapagos,IMAX,0,0,Oct 29  1999,39 min,Documentary,14 theaters
Funan,GKIDS,18711,0,Jun 7  2019  Jul 11  2019,1 hr 24 min,Animation,5 theaters
El Angel,The Orchard,233482,0,Nov 9  2018  Jan 17  2019,1 hr 58 min,Biography,11 theaters
Wrinkles the Clown,Magnolia Pictures,2824821,0,Oct 4  2019,1 hr 15 min,Comedy,21 theaters
ZZ Top: That Little Ol' Band from Texas,Abramorama,0,0,Aug 19  2019,1 hr 31 min,Biography,8 theaters
Frank and Ava,Hannover House,30801,0,Dec 7  2018  Jun 6  2019,1 hr 50 min,Biography,3 theaters
Our Time,Monument Releasing,30001,0,Jun 14  2019,2 hr 57 min,Drama,4 theaters
The Competition,Metrograph Pictures,0,0,Feb 22  2019,2 hr 1 min,Documentary,7 theaters
Boy Erased,Focus Features,2070575,0,No release date,1 hr 55 min,Biography,672 theaters
Combat Obscura,Oscilloscope,1011210,0,Mar 15  2019  Apr 4  2019,1 hr 10 min,Documentary,11 theaters
Screwball,Greenwich Entertainment,859513,0,Mar 29  2019  Apr 25  2019,1 hr 45 min,Documentary,13 theaters
Touch Me Not,Kino Lorber,56161,0,Jan 11  2019  Mar 7  2019,2 hr 3 min,Drama,1 theater
My Son,Cohen Media Group,47503,0,May 10  2019  May 27  2019,1 hr 24 min,Drama,5 theaters
This One's for the Ladies,Super,136881,0,Jun 7  2019,1 hr 22 min,Documentary,21 theaters
First Man,Universal Pictures,160060653640,59000000,Oct 12  2018  Jan 3  2019,2 hr 21 min,Biography,3640 theaters
The Cat Rescuers,Balcony Releasing,42523,0,Jul 5  2019  Jul 11  2019,1 hr 27 min,Documentary,3 theaters
The House with a Clock in Its Walls,Universal Pictures,266080203592,42000000,Sep 21  2018  Jan 3  2019,1 hr 45 min,Comedy,3592 theaters
Rapid Response,Atlas Distribution Company,44978,0,Sep 6  2019,1 hr 39 min,Documentary,10 theaters
Hagazussa,Doppelganger Releasing,604111,0,Apr 19  2019  May 30  2019,1 hr 42 min,Drama,14 theaters
The Woman Who Loves Giraffes,Zeitgeist Films,18102,0,Oct 4  2019,2 hr 3 min,Documentary,22 theaters
Off Season,Indican Pictures,25362,0,Mar 15  2019  May 23  2019,1 hr 26 min,Drama,2 theaters
The White Sheik,Rialto Pictures,55621,0,Dec 25  2019,1 hr 26 min,Comedy,3 theaters
Journey to the South Pacific,IMAX,81371,0,Nov 27  2013,40 min,Documentary,19 theaters
Bricked,GathrFilms,0,0,Jan 24  2019,1 hr 32 min,Drama,7 theaters
Zen for Nothing,Zeitgeist Films,12682,0,Mar 29  2019  Jun 20  2019,1 hr 40 min,Documentary,4 theaters
Imprisoned,Cinema Libre Studio,43811,0,Sep 13  2019,1 hr 44 min,Drama,2 theaters
Quartet,Cohen Media Group,51501,0,May 3  2019  May 19  2019,1 hr 41 min,Drama,1 theater
"Cassandro, The Exotico!",Film Movement,22691,0,Jul 19  2019,1 hr 13 min,Documentary,4 theaters
Liyana,Abramorama,21601,0,Oct 10  2018  Apr 11  2019,1 hr 17 min,Animation,4 theaters
The Charmer,Film Movement,41281,0,Dec 5  2018  Jan 24  2019,1 hr 40 min,Drama,3 theaters
The Disappearance of My Mother,Kino Lorber,0,0,Dec 6  2019,1 hr 34 min,Documentary,3 theaters
Stuffed,Music Box Films,16021,0,Oct 16  2019,1 hr 24 min,Documentary,3 theaters
Vision Portraits,Stimulus Pictures,0,0,Aug 9  2019,1 hr 18 min,Documentary,3 theaters
That Part Feeling - the Universe of Arvo Part,Film Movement,0,0,Jun 3  2019,1 hr 15 min,Documentary,3 theaters
Between the Lines,Cohen Media Group,0,0,Feb 22  2019,1 hr 41 min,Comedy,18 theaters
Yomeddine,Strand Releasing,40134,0,May 31  2019,1 hr 37 min,Adventure,4 theaters
In Like Flynn,Blue Fox Entertainment,664627,0,Jan 25  2019,1 hr 46 min,Action,27 theaters
Made Me Do It,Indican Pictures,38422,0,Apr 12  2019  Jun 20  2019,1 hr 30 min,Drama,2 theaters
Ferrante Fever,Greenwich Entertainment,35091,0,Mar 8  2019  Apr 25  2019,1 hr 14 min,Documentary,3 theaters
I Do Not Care If We Go Down in History as Barbarians,Big World Pictures,20831,0,Jul 19  2019,2 hr 20 min,Comedy,2 theaters
Suburban Birds,The Cinema Guild,32071,0,Apr 5  2019,1 hr 58 min,Drama,3 theaters
16 Bars,Lightyear Entertainment,26621,0,Nov 8  2019,1 hr 34 min,Documentary,4 theaters
If the Dancer Dances,Monument Releasing,50001,0,Apr 26  2019  May 16  2019,1 hr 30 min,Documentary,6 theaters
Duet for Cannibals,Metrograph Pictures,0,0,Nov 22  2019,1 hr 45 min,Drama,4 theaters
Shooting the Mafia,Cohen Media Group,32512,0,Nov 22  2019,1 hr 34 min,Biography,3 theaters
Angels Are Made Of Light,Grasshopper Film,17071,0,Jul 26  2019,1 hr 57 min,Documentary,2 theaters
Daughter of Mine,Strand Releasing,54472,0,Feb 1  2019  Feb 14  2019,1 hr 37 min,Drama,2 theaters
The Eyes of Orson Welles,Janus Films,23721,0,Mar 15  2019  Apr 18  2019,1 hr 55 min,Documentary,2 theaters
Round of Your Life,Ammo Content,43364,0,Jun 21  2019,1 hr 31 min,Family,9 theaters
Around India with a Movie Camera,Icarus Films,1831,0,Nov 30  2018,1 hr 12 min,Documentary,1 theater
Olivia,Icarus Films,39483,0,Aug 16  2019,1 hr 35 min,Drama,3 theaters
Streetwise,Janus Films,50061,0,Jul 19  2019  Aug 1  2019,1 hr 31 min,Documentary,1 theater
Tyrel,Magnolia Pictures,60595,0,Dec 7  2018  Feb 7  2019,1 hr 26 min,Comedy,5 theaters
Fritz Lang's Indian Epic,Film Movement,44011,0,Sep 27  2019,3 hr 23 min,Genres,1 theater
The Spanish Prisoner,Ammo Content,26791,0,Apr 26  2019,1 hr 50 min,Drama,1 theater
Studio 54,Zeitgeist Films,149091,0,Oct 5  2018  Feb 28  2019,1 hr 38 min,Documentary,14 theaters
When Lambs Become Lions,Oscilloscope,31551,0,Nov 22  2019,1 hr 19 min,Documentary,2 theaters
Cracked Up,Abramorama,53101,0,Sep 13  2019,1 hr 35 min,Documentary,1 theater
Frantz Fanon: Black Skin White Mask,Film Movement,32781,0,Mar 15  2019,1 hr 10 min,Biography,1 theater
Colossal Youth,Giant Steps Productions,0,0,Aug 3  2018,1 hr 38 min,Comedy,1 theater
The Dead Center,Arrow Films,532510,0,Oct 11  2019,1 hr 32 min,Horror,10 theaters
The Etruscan Smile,Lightyear Entertainment,67294,0,Nov 8  2019,1 hr 47 min,Drama,4 theaters
Grass,The Cinema Guild,27741,0,Apr 19  2019,1 hr 6 min,Drama,2 theaters
Wings of Desire,Janus Films,128851,0,Oct 19  2018  Jan 10  2019,2 hr 8 min,Drama,4 theaters
This Magnificent Cake!,GKIDS,9911,0,Mar 1  2019  Apr 18  2019,44 min,Animation,2 theaters
Ghost Fleet,Abramorama,0,0,Jun 7  2019  Jun 16  2019,1 hr 30 min,Documentary,7 theaters
The Plagiarists,KimStim,45771,0,Jun 28  2019  Jul 4  2019,1 hr 16 min,Drama,1 theater
Gregory's Girl,Film Movement,41851,0,Oct 4  2019,1 hr 31 min,Comedy,1 theater
I'll Take Your Dead,Breakthrough Entertainment Inc.,19634,0,Jul 5  2019,1 hr 23 min,Horror,5 theaters
King of Thieves,Saban Films,350211,0,Jan 25  2019  Feb 7  2019,1 hr 48 min,Crime,11 theaters
Life and Nothing More,CFI Releasing,65366,0,Oct 24  2018  Mar 24  2019,1 hr 54 min,Drama,6 theaters
Border,Neon,737007,0,Oct 26  2018  Jan 6  2019,1 hr 50 min,Crime,74 theaters
Beloved Beast,Indican Pictures,38943,0,Oct 11  2019,2 hr 53 min,Horror,3 theaters
Rosie,Blue Fox Entertainment,29422,0,Jul 19  2019,1 hr 26 min,Drama,2 theaters
Genesis,Film Movement,25851,0,Aug 23  2019,2 hr 9 min,Drama,2 theaters
Going Attractions: The Definitive Story of the Movie Palace,Passion River,803,0,Oct 24  2019,1 hr 24 min,Documentary,6 theaters
Dying to Survive,China Lion Film Distribution,32382,0,Aug 9  2019  Sep 22  2019,1 hr 57 min,Comedy,2 theaters
Hollywould,Indican Pictures,52902,0,Nov 15  2019,1 hr 30 min,Crime,2 theaters
"One Nation, One King",Distrib Films,5951,0,Feb 28  2019,2 hr 1 min,Drama,5 theaters
"Monrovia, Indiana",Zipporah Films,51721,0,Oct 26  2018  Jan 31  2019,2 hr 23 min,Documentary,14 theaters
Of Fathers and Sons,Kino Lorber,3401,0,Nov 16  2018  Feb 28  2019,1 hr 39 min,Documentary,6 theaters
Under the Eiffel Tower,The Orchard,395711,0,Feb 8  2019  Feb 14  2019,1 hr 27 min,Romance,11 theaters
Patrick the Pug,Independent,137810,0,Feb 15  2019  Feb 21  2019,1 hr 34 min,Comedy,100 theaters
To Be of Service,First Run,19041,0,Nov 1  2019,1 hr 28 min,Documentary,1 theater
The Golden Glove,Strand Releasing,23005,0,Sep 27  2019,1 hr 55 min,Crime,5 theaters
Relaxer,Oscilloscope,0,0,Mar 29  2019,1 hr 31 min,Comedy,5 theaters
The Hottest August,Grasshopper Film,38832,0,Nov 15  2019,1 hr 34 min,Documentary,2 theaters
Kedarnath,PackYourBag Films,407118113,0,Dec 7  2018  Jan 3  2019,1 hr 56 min,Drama,113 theaters
The Meanest Man in Texas,Ammo Content,57503,0,May 17  2019  May 26  2019,1 hr 45 min,Biography,3 theaters
Love Goes Public,Aspiration Entertainment,5700,0,Oct 25  2019,1 hr 8 min,Documentary,0 theaters
Série noire,Rialto Pictures,20881,0,Sep 27  2019,1 hr 51 min,Crime,1 theater
The Miracle of the Little Prince,Film Movement,26431,0,Aug 28  2019,1 hr 29 min,Documentary,1 theater
Halloween,Universal Pictures,762215453928,10000000,Oct 19  2018  Jan 3  2019,1 hr 46 min,Horror,3990 theaters
Spiral Farm,Indican Pictures,54753,0,Dec 13  2019  Jan 23  2020,1 hr 25 min,Drama,3 theaters
Anna and the Apocalypse,Orion Pictures,525885,0,Nov 30  2018  Jan 3  2019,1 hr 33 min,Comedy,138 theaters
Chokehold,Ammo Content,52003,0,Mar 1  2019,1 hr 38 min,Action,3 theaters
Body at Brighton Rock,Magnolia Pictures,17328,0,Apr 26  2019  May 16  2019,1 hr 27 min,Horror,9 theaters
Intuitions,Indican Pictures,34073,0,Oct 25  2019  Nov 14  2019,1 hr 30 min,Romance,3 theaters
Cold Blood,Screen Media Films,345025,0,Jul 5  2019  Jul 11  2019,1 hr 31 min,Action,25 theaters
Chulas Fronteras,Argot Pictures,35481,0,Jun 28  2019  Jul 4  2019,58 min,Documentary,1 theater
The Garden,Kino Lorber,11411,0,May 29  2019  Jun 6  2019,1 hr 32 min,Drama,1 theater
Malek,Entertainment One,22263,0,Jan 18  2019  Jan 31  2019,1 hr 35 min,Drama,4 theaters
Un traductor,Film Movement,44121,0,Oct 19  2018  Apr 4  2019,1 hr 47 min,Drama,2 theaters
Crepitus,Indican Pictures,17901,0,Oct 31  2019  Nov 14  2019,1 hr 23 min,Horror,2 theaters
Ballet Blanc,Indican Pictures,18942,0,Nov 8  2019,1 hr 29 min,Drama,2 theaters
Kaili Blues,Grasshopper Film,41641,0,May 20  2016  Jan 24  2019,1 hr 53 min,Drama,4 theaters
What You Gonna Do When the World's on Fire?,KimStim,0,0,Aug 16  2019,2 hr 3 min,Documentary,1 theater
Slaughterhouse Rulez,Sony Pictures Releasing,214510,0,May 17  2019  May 23  2019,1 hr 44 min,Action,10 theaters
Sicilian Ghost Story,Strand Releasing,43241,0,Nov 30  2018  Feb 21  2019,2 hr 2 min,Crime,3 theaters
At War,Cinema Libre Studio,14051,0,Jul 19  2019,1 hr 53 min,Drama,1 theater
I'm Leaving Now,The Cinema Guild,12551,0,Sep 6  2019,1 hr 14 min,Documentary,1 theater
SGT. Will Gardner,Cinedigm Entertainment Group,0,0,Jan 11  2019,2 hr 5 min,Action,12 theaters
Tito and the Birds,Shout! Factory,0,0,Jan 25  2019  Feb 7  2019,1 hr 13 min,Action,6 theaters
The Fate of Lee Khan,Film Movement,16481,0,Apr 5  2019  Jun 27  2019,1 hr 45 min,Action,3 theaters
State Like Sleep,The Orchard,281310,0,Jan 4  2019  Jan 10  2019,1 hr 44 min,Drama,10 theaters
The Gliksmans,Indican Pictures,29223,0,Sep 27  2019  Jan 23  2020,1 hr 12 min,Comedy,3 theaters
La Flor,Grasshopper Film,23081,0,Aug 9  2019,13 hr 28 min,Drama,1 theater
Mother of a Day,Sumbadhat Productions,26721,0,May 4  2019,1 hr 15 min,Family,1 theater
Crown Vic,Screen Media Films,24681,0,Nov 8  2019,1 hr 50 min,Action,1 theater
Wallflower,Passion River,23781,0,Oct 4  2019,1 hr 24 min,Crime,7 theaters
The Wandering Soap Opera,The Cinema Guild,5121,0,May 17  2019,1 hr 20 min,Comedy,2 theaters
Rottentail,Ammo Content,22563,0,Apr 12  2019  Apr 28  2019,1 hr 46 min,Comedy,3 theaters
Another Day of Life,GKIDS,16912,0,Sep 13  2019,1 hr 25 min,Animation,2 theaters
Bauhaus Spirit: 100 Years of Bauhaus,Icarus Films,0,0,Feb 10  2019  May 16  2019,1 hr 35 min,Documentary,2 theaters
A Cool Fish,China Lion Film Distribution,7118715,0,Nov 16  2018  Jan 10  2019,1 hr 49 min,Comedy,36 theaters
Chasing Portraits,First Run,17081,0,Apr 26  2019  May 19  2019,1 hr 18 min,Documentary,1 theater
Filmworker,Kino Lorber,79841,0,May 11  2018,1 hr 34 min,Biography,17 theaters
100 Acres of Hell,Indican Pictures,9971,0,Oct 11  2019,1 hr 25 min,Action,1 theater
The Kindness of Strangers,eOne Entertainment,8393,0,Dec 6  2019,1 hr 52 min,Drama,3 theaters
Back to the Fatherland,First Run,13121,0,Jun 14  2019  Jun 30  2019,1 hr 17 min,Documentary,1 theater
L'héritage de la chouette,Icarus Films,0,0,Nov 9  2018  Jun 25  2019,5 hr 40 min,Documentary,1 theater
"No Date, No Signature",Distrib Films,49933,0,Aug 1  2018  Jan 24  2019,1 hr 39 min,Drama,3 theaters
Joan the Maid 1: The Battles,Cohen Media Group,12291,0,Aug 2  2019,2 hr 40 min,Biography,1 theater
Chef Flynn,Kino Lorber,75091,0,Nov 9  2018  Feb 7  2019,1 hr 22 min,Documentary,10 theaters
TINY: The Life of Erin Blackwell,Janus Films,16311,0,Jul 19  2019  Aug 1  2019,1 hr 27 min,Documentary,1 theater
I Lost Albert,Distrib Films,23541,0,Oct 4  2019,1 hr 40 min,Comedy,1 theater
Tea With the Dames,IFC Films,147771,0,Sep 21  2018  Jan 20  2019,1 hr 24 min,Documentary,71 theaters
Iceman,Film Movement,13727,0,Mar 15  2019  Mar 28  2019,1 hr 36 min,Drama,7 theaters
Detour,Janus Films,51271,0,Nov 30  2018  Jan 10  2019,1 hr 8 min,Crime,1 theater
Jihadists,Cinema Libre Studio,8241,0,Jan 25  2019  Feb 7  2019,1 hr 15 min,Documentary,1 theater
Divide and Conquer: The Story of Roger Ailes,Magnolia Pictures,1883315,0,Dec 7  2018  Jan 10  2019,1 hr 47 min,Documentary,16 theaters
A German Youth,Big World Pictures,4161,0,Oct 11  2019,1 hr 33 min,Documentary,1 theater
A Fish in the Bathtub,Cohen Media Group,12373,0,Nov 8  2019,1 hr 36 min,Comedy,3 theaters
Little Q,Well Go USA Entertainment,16521,0,Dec 6  2019,1 hr 47 min,Drama,1 theater
Game Day,Ammo Content,16244,0,Oct 4  2019,1 hr 41 min,Comedy,4 theaters
For Those Who Don't Read Me,Entertainment One,92635,0,Nov 23  2018,1 hr 47 min,Drama,6 theaters
American Playhouse: The Killing Floor,Film Movement,15831,0,Nov 22  2019,1 hr 58 min,Comedy,1 theater
Indivisible,Pure Flix Entertainment,1503101830,0,Oct 26  2018  Jan 3  2019,1 hr 59 min,Drama,830 theaters
Owaranai hito: Miyazaki Hayao,GKIDS,102384,0,Dec 13  2018  Jan 10  2019,1 hr 10 min,Biography,377 theaters
The Hours and Times,Oscilloscope,12731,0,Mar 1  2019,57 min,Drama,1 theater
Chinese Portrait,The Cinema Guild,5461,0,Dec 13  2019,1 hr 19 min,Documentary,2 theaters
Narcissister Organ Player,Film Movement,19831,0,Nov 7  2018  Feb 7  2019,1 hr 31 min,Documentary,4 theaters
The Untold Story,Ammo Content,7901,0,Jan 18  2019,1 hr 44 min,Comedy,1 theater
Senso,Rialto Pictures,39841,0,Oct 26  2018,2 hr 3 min,Drama,2 theaters
Serendipity,Cohen Media Group,11562,0,Oct 18  2019,1 hr 14 min,Documentary,2 theaters
Swimming with Men,IFC Films,1033631,0,Dec 7  2018  Jan 3  2019,1 hr 36 min,Comedy,31 theaters
Sgt. Stubby: An American Hero,Fun Academy Motion Pictures,11644031633,0,Apr 13  2018  Jan 10  2019,1 hr 24 min,Adventure,1633 theaters
I Am Not A Witch,Film Movement,82522,0,Sep 7  2018  Feb 7  2019,1 hr 33 min,Drama,8 theaters
Hold Your Breath,Entertainment One,1604612,0,Aug 10  2018  Jan 28  2019,1 hr 29 min,Drama,12 theaters
In Safe Hands,Distrib Films,3481,0,Jul 26  2019,1 hr 50 min,Drama,1 theater
Henchmen,Entertainment One,5803,0,Dec 7  2018,1 hr 29 min,Animation,3 theaters
1945,Menemsha Films,203652,0,Nov 1  2017  Jan 13  2019,1 hr 31 min,Drama,19 theaters
Tall Tales from the Magical Garden of Antoon Krings,Viva Pictures Distribution,0,0,Jan 11  2019,1 hr 28 min,Adventure,20 theaters
Over the Limit,Film Movement,14021,0,Oct 12  2018  Jan 10  2019,1 hr 14 min,Documentary,2 theaters
Postcards from London,Strand Releasing,26861,0,Nov 9  2018  Jan 10  2019,1 hr 30 min,Drama,1 theater
